SPOT	Gene Symbol	15m	30m	60m	90m	120m
2095	YGL156W	-0.3032	-1.1805	-0.9997	0.44115	1.1481
2096	YGL157W	-0.257075	-0.769775	-0.80375	-0.87605	0.6769
2108	YGL169W	1.333425	1.0614	0.7367	-0.299175	-0.162175
2109	YGL170C	4.1751	3.628075	2.738775	-1.225125	-1.9234
2112	YGL173C	-1.0553	-0.64665	-0.836075	0.005225	0.23125
2124	YGL185C	-1.143475	-2.02055	-1.325525	-0.570825	-0.204275
2129	YGL190C	1.8157	2.084825	-0.109875	0.332975	0.197475
2148	YGL209W	5.214575	2.005425	-0.11265	-0.177725	-0.865375
2150	YGL211W	0.814	1.168125	0.2824	-1.01045	-0.600375
2151	YGL212W	-0.6468	-0.686275	-0.7513	-0.005225	-0.41475
2160	YGL221C	-1.206075	-1.26885	-1.060275	-0.162975	0.0729
2163	YGL224C	-1.1038	-0.2094	0.52165	1.02145	0.6978
2168	YGL229C	-1.251725	-1.9759	-1.236675	1.270425	0.595
2174	YGL235W	0.674375	1.095525	0.387775	0.4891	0.3746
2175	YGL236C	1.46655	1.626825	-0.03285	0.5469	0.078725
2176	YGL237C	0.61845	0.997675	0.364475	0.833466667	0.58165
2181	YGL242C	-1.6241	-1.597225	-0.98085	0.541875	0.7056
2185	YGL246C	1.690425	2.245425	1.102725	-1.444775	-0.597725
2186	YGL247W	2.0751	2.477575	0.559925	0.04385	-0.909
2192	YGL253W	0.92175	0.970475	0.583975	-0.91935	-0.390533333
2194	YGL255W	4.47565	3.779575	3.67705	0.133325	0.885266667
2195	YGL256W	1.544675	1.660975	1.0997	-0.01065	-1.047175
2203	YGR001C	-1.304075	-1.37595	-0.81235	-0.196825	-0.5886
2216	YGR014W	-0.5959	-0.557875	-0.474475	0.117225	-0.162375
2218	YGR016W	-0.457375	-0.71375	-0.188975	0.698775	0.25745
2237	YGR035C	7.96275	6.365566667	1.425925	1.03935	-0.76615
2238	YGR036C	3.263375	1.496475	1.04345	-0.1769	-1E-04
2242	YGR040W	1.274625	1.0232	0.800075	-0.379525	0.259533333
2249	YGR047C	-0.286075	-1.177575	-1.3897	-0.623125	0.170125
2263	YGR061C	-0.597475	-0.70345	0.32585	6.395275	4.9092
2281	YGR079W	5.557025	5.086633333	0.846125	1.5421	-0.6231
2286	YGR084C	1.7646	1.503625	0.9485	-0.185975	1.145925
2288	YGR086C	-0.459875	-1.241675	-0.808	2.956275	1.59345
2290	YGR088W	-1.15585	-1.27715	-0.427275	2.337825	2.409775
2296	YGR094W	-0.073475	-0.8803	-0.9011	-1.70925	-1.61065
2297	YGR095C	1.139775	0.9447	1.09695	-1.3724	0.174325
2310	YGR108W	2.842575	4.2874	2.426175	-0.825775	-1.37395
2313	YGR111W	-0.225925	-2.0989	-1.123475	0.748025	0.2005
2329	YGR127W	-1.278466667	-1.199	-0.531675	0.848175	1.8364
2338	YGR136W	-1.957675	-1.7202	-0.273775	-0.003375	-0.6955
2339	YGR137W	-1.397375	-1.9621	-1.0614	0.25015	-0.2472
2343	YGR141W	-0.3361	-0.92665	-0.987775	-0.2148	2.206475
2344	YGR142W	-1.43365	-2.700425	-0.800925	1.770525	2.96715
2351	YGR149W	-0.314775	-0.846875	-0.67425	0.4639	1.141125
2353	YGR151C	2.1768	2.079675	1.2772	-0.52115	-0.4787
2357	YGR155W	1.545975	2.23735	1.665775	-1.995425	-0.813175
2361	YGR159C	3.506225	4.5319	2.7592	-1.85025	-1.867425
2362	YGR160W	3.569175	4.539725	2.21995	-2.576875	-3.53755
2363	YGR161C	2.067525	3.026	0.860225	0.8403	1.547425
2367	YGR165W	1.0825	2.074025	1.75685	-0.104166667	0.62015
2370	YGR168C	0.037075	0.5728	0.70765	-0.286525	-0.710175
2379	YGR177C	2.0795	3.061175	2.4205	-2.792925	-1.087725
2389	YGR187C	1.785375	1.233825	0.7011	-1.59415	-0.317175
2390	YGR188C	-1.492633333	-1.384325	-0.52125	-0.006025	0.121025
2396	YGR194C	-1.090925	-1.279775	-0.351375	0.454675	0.9177
2403	YGR201C	0.988525	1.10065	0.4787	-0.2133	1.1913
2404	YGR202C	1.0725	1.536575	0.560725	0.307375	0.99825
2409	YGR207C	-0.4851	-0.403125	-0.5614	-1.130825	0.310825
2413	YGR211W	1.1019	1.62225	1.381225	-0.0343	-0.741175
2430	YGR228W	1.2071	1.490325	0.706675	-1.9767	-0.310175
2431	YGR229C	1.73245	1.646725	1.483425	0.135975	0.45485
2436	YGR234W	-0.524025	-0.84935	-0.240375	-1.1783	-3.48445
2444	YGR242W	1.684166667	0.851375	0.693166667	-0.026025	0.668133333
2450	YGR248W	-3.06345	-4.40395	-2.83	3.270175	3.163575
2454	YGR252W	0.72915	1.295575	0.791925	-0.415775	-0.16235
2478	YGR276C	1.195475	0.78515	0.579175	-0.599725	-0.63905
2485	YGR283C	1.8296	2.07785	0.869225	-1.725175	-1.1451
2489	YGR287C	1.2993	0.737225	0.061175	0.162925	0.7109
2494	YGR292W	1.7363	2.463475	1.608725	0.365125	0.4873
2495	YGR293C	2.2928	2.1408	1.384475	0.28225	0.045475
2496	YGR294W	-0.4352	0.314625	0.24295	1.179625	-0.10805
2502	YHL004W	1.330925	1.547375	1.260075	0.14405	0.7004
2508	YHL010C	0.983675	0.87045	0.68145	0.147225	0.415725
2510	YHL012W	4.818625	6.124425	3.29895	-0.460933333	-1.230825
2511	YHL013C	2.009575	1.94255	0.634425	-1.4045	-0.6838
2521	YHL023C	-1.877075	-1.217566667	-1.267525	-0.7654	0.286025
2541	YHL043W	0.372925	0.743975	0.827175	0.6552	0.6614
2551	YHR002W	0.841025	1.04705	0.963275	0.405925	-0.167925
2553	YHR004C	1.612	2.3474	0.854125	-0.118125	0.092675
2565	YHR016C	-0.86935	-1.23475	-0.5652	0.75615	1.504475
2577	YHR028C	-0.97705	-1.6925	-1.5382	-0.264225	0.38385
2585	YHR036W	1.8778	2.07015	1.19655	0.04595	0.456575
2596	YHR046C	-1.20845	-1.4986	-0.83985	-0.934675	-0.132825
2599	YHR049C-A	2.69515	2.896175	2.217025	1.330325	0.4703
2600	YHR049W	3.490325	4.070425	3.032	2.6246	0.830925
2603	YHR052W	2.91825	3.20825	2.0999	-2.0326	-1.533
2617	YHR066W	2.707025	2.578266667	0.89025	-1.17175	-1.161625
2620	YHR069C	2.767	3.8497	0.815125	0.314366667	-0.337725
2633	YHR081W	1.769025	2.277325	1.88925	-1.49295	-0.539525
2637	YHR085W	3.003825	2.378	1.61265	-2.284325	-0.89375
2639	YHR087W	-1.327425	-1.174025	0.024475	3.85885	1.992025
2640	YHR088W	1.0407	1.853325	1.16285	-2.965375	-1.324075
2644	YHR092C	4.9471	4.73595	2.225025	-1.934925	0.072125
2646	YHR094C	3.35505	3.670625	0.7015	-3.068825	-1.86345
2648	YHR096C	2.842575	2.997225	1.03205	-1.4194	0.545625
2663	YHR111W	-1.213525	-1.522	-1.01775	-1.05765	-0.1794
2668	YHR116W	0.944875	1.291575	0.442275	0.6603	0.975525
2689	YHR137W	-0.576525	-1.17325	-0.986375	1.844875	1.1085
2694	YHR141C	0.27555	-0.7071	-0.75145	-0.036225	-1.74175
2702	YHR148W	2.26995	2.7378	1.635325	-2.195775	-1.642566667
2705	YHR151C	0.951275	1.12245	0.697775	0.030425	-0.5638
2707	YHR153C	-0.8267	-0.8287	-0.724575	0.3888	-0.01565
2721	YHR167W	2.66985	2.2804	1.4865	0.257925	-0.20825
2722	YHR168W	1.302175	1.415425	0.953	0.33695	0.692075
2723	YHR169W	2.758675	3.0565	2.448825	-0.700675	-0.493025
2724	YHR170W	2.90285	3.1324	2.253875	-1.588175	-0.496275
2726	YHR172W	-0.5623	-0.67335	-0.493775	-0.34745	-0.353966667
2749	YHR195W	0.52545	1.5636	0.9355	0.7774	0.9903
2750	YHR196W	2.341475	2.94005	0.983175	-1.851225	-2.214666667
2751	YHR197W	1.359925	2.044325	1.2128	-1.502775	-0.755675
2772	YHR216W	-0.35935	-0.10285	-1.178675	-4.2081	-0.88225
2773	YHR217C	-0.446825	-0.8132	-0.655075	0.29265	0.106
2774	YHR218W	-2.541825	-2.494075	-1.838925	0.415725	0.701475
2776	YIL001W	-1.40615	-1.88535	-1.2153	0.384775	-0.149275
2777	YIL002C	-0.840725	-1.4435	-1.032325	0.61975	0.313475
2789	YIL014C-A	-1.573875	-1.796275	-1.9424	-0.561775	-0.360225
2791	YIL015W	-0.1638	-1.7249	-1.88335	0.78325	0.062
2795	YIL019W	0.73795	1.75445	0.940425	-2.065875	-1.163275
2796	YIL020C	-1.166125	-1.62165	-0.929075	-0.201425	-0.50775
2818	YIL042C	2.3978	1.81635	1.36445	0.328833333	0.3352
2822	YIL046W	1.360225	2.15925	1.02655	0.284275	0.71505
2832	YIL056W	2.00915	2.419875	0.833875	-0.856475	0.094875
2867	YIL091C	2.645766667	2.5812	0.56535	-1.477175	-1.4527
2868	YIL092W	1.3304	1.333375	1.2079	-0.7841	0.297625
2870	YIL094C	-1.8373	-2.46525	-2.228975	-0.688225	1.002325
2872	YIL096C	1.58535	1.85775	0.871175	-2.520825	-1.72115
2887	YIL111W	-1.1469	-1.04455	-0.7592	1.538375	1.870325
2892	YIL116W	-0.948075	-1.1782	-0.808525	0.783875	1.774725
2894	YIL118W	2.111225	2.389625	1.270375	0.2988	-0.046725
2898	YIL122W	1.320175	1.787775	0.484725	-0.886633333	-0.993975
2900	YIL124W	-1.91115	-2.25735	-1.7651	-0.285433333	0.6416
