SPOT	Gene Symbol	15m	30m	60m	90m	120m
6076	YPR091C	-0.32825	-0.22555	0.33055	0.4679	0.552175
6098	YPR113W	-0.399625	-0.466525	-0.793575	-0.444225	-0.478675
6110	YPR125W	1.893075	1.602125	-0.120275	-1.5964	-0.60115
6113	YPR128C	-0.77725	0.11645	-0.043075	-1.3902	-0.81385
6116	YPR131C	-0.875325	-1.425425	-1.551375	-0.481875	-0.1121
6128	YPR143W	1.278675	2.982225	2.36875	0.212625	-0.245225
6134	YPR149W	-1.553625	-3.314	-3.1387	-0.5772	0.530625
6139	YPR154W	-0.18715	-0.2512	-0.245525	-0.54975	-1.102075
6143	YPR158W	-3.615725	-4.79475	-3.639475	0.455375	-0.087925
6152	YPR167C	0.7274	2.259066667	2.619575	1.145275	0.05415
6153	YPR168W	-0.65455	-0.8257	-0.49925	-1.41935	-1.685033333
6154	YPR169W	-0.00225	-0.625025	-0.588175	-0.985125	-1.16275
6165	YPR180W	-0.8925	-1.28555	-2.144625	-0.46745	-0.66095
6177	YPR192W	-1.038825	-1.19555	-1.2338	-0.40115	0.110875
6189	YPR204W	-0.2303	-1.512825	-0.86245	-0.06255	-1.86095
