SPOT	Gene Symbol	15m	30m	60m	90m	120m
5320	YOR010C	1.5298	1.058475	2.102625	2.5279	-1.58535
5330	YOR020C	-1.39745	-1.460475	-2.10955	0.9926	0.697325
5333	YOR023C	0.882875	0.42275	0.940375	-0.1109	0.00805
5346	YOR036W	-1.132566667	-0.944025	0.08405	0.262625	2.2728
5350	YOR040W	2.846333333	1.351575	1.679666667	2.05445	1.252533333
5366	YOR056C	2.28655	1.328575	2.105125	-1.348675	-0.6683
5367	YOR057W	-1.025625	-0.76445	-0.877425	-1.302625	-0.38985
5368	YOR058C	0.748775	0.872275	0.48225	-0.7789	-0.32375
5369	YOR059C	-1.749325	-1.3791	-1.050775	-0.4888	-0.277525
5371	YOR061W	2.2753	1.820575	1.9974	-0.262725	0.036
5372	YOR062C	1.4561	1.8154	1.0427	-0.979425	-0.3754
5375	YOR065W	-0.109675	-0.871625	-0.427	1.125775	1.786075
5376	YOR066W	-0.65495	-0.182475	-0.3606	-0.132075	-0.612975
5398	YOR089C	1.541	0.962433333	0.943533333	-0.1872	0.204625
5410	YOR101W	3.76085	2.73445	2.239925	-2.458375	-1.137125
5415	YOR106W	1.06085	1.28645	1.079875	-0.7832	-0.285375
5416	YOR107W	3.14535	3.17115	2.799175	-1.2531	0.119525
5429	YOR120W	1.74735	1.06785	1.2101	0.556375	0.306825
5433	YOR124C	-1.354775	-0.7665	-1.2856	-0.068675	-0.5343
5436	YOR127W	0.5057	0.907866667	0.737866667	0.61315	0.183875
5437	YOR128C	0.840025	0.509225	-0.05215	0.07985	1.062766667
5451	YOR142W	1.135525	0.282	-0.0351	1.76125	0.994825
5453	YOR144C	-0.6295	-0.470575	-0.611825	0.570775	-0.079075
5454	YOR145C	2.43465	1.55515	1.82615	-1.642425	-0.669575
5455	YOR146W	1.392175	1.97165	1.9065	-1.230725	-0.233025
5456	YOR147W	1.629925	1.711925	1.476625	-0.271025	0.3271
5462	YOR153W	-0.954175	-0.492125	-1.284875	-1.2752	-0.73015
5463	YOR154W	1.1504	0.99745	1.201625	-1.128175	-0.271925
5464	YOR155C	1.2129	1.0723	0.9734	1.302025	1.14625
5467	YOR158W	1.615625	1.490625	1.2094	-0.087	0.373875
5470	YOR161C	-1.001475	-1.1256	-0.90995	2.30145	1.59685
5483	YOR174W	0.529325	0.8772	1.100825	0.264833333	0.0375
5484	YOR175C	1.35945	1.00475	2.105625	-0.743075	-1.1389
5485	YOR176W	1.265475	0.663525	0.690825	0.087966667	0.3468
5494	YOR185C	-0.033133333	0.346033333	-0.4592	3.5266	2.20225
